Date,Lag_GSPC,GSPC
1993-10-19,-3.00E-04,-0.004781772
1993-10-20,-0.001523423,-3.00E-04
1993-10-21,-0.004491138,-0.001523423
1993-10-22,0.002007518,-0.004491138
1993-10-25,2.15E-04,0.002007518
1993-10-26,6.68E-04,2.15E-04
1993-10-27,0.006715366,6.68E-04
1993-10-28,2.14E-04,0.006715366
1993-10-29,0.002714702,2.14E-04
1993-11-01,-0.001406958,0.002714702
1993-11-02,-0.011570346,-0.001406958
1993-11-03,-0.011943327,-0.011570346
1993-11-04,0.004546585,-0.011943327
1993-11-05,0.001392571,0.004546585
1993-11-08,2.61E-04,0.001392571
1993-11-09,0.007364313,2.61E-04
1993-11-10,-0.002328961,0.007364313
1993-11-11,0.005944146,-0.002328961
1993-11-12,-0.003523958,0.005944146
1993-11-15,0.006447418,-0.003523958
1993-11-16,-0.004135047,0.006447418
1993-11-17,-0.002560192,-0.004135047
1993-11-18,-0.002200054,-0.002560192
1993-11-19,-0.007501083,-0.002200054
1993-11-22,0.004138248,-0.007501083
1993-11-23,0.002884814,0.004138248
1993-11-24,0,0.002884814
1993-11-25,0.001514,0
1993-11-26,-0.002505084,0.001514
1993-11-29,-2.38E-04,-0.002505084
1993-11-30,2.17E-04,-2.38E-04
1993-12-01,0.002641256,2.17E-04
1993-12-02,0.003843644,0.002641256
1993-12-03,0.003312564,0.003843644
1993-12-06,7.08E-04,0.003312564
1993-12-07,-0.001006944,7.08E-04
1993-12-08,-0.004525115,-0.001006944
1993-12-09,-5.39E-04,-0.004525115
1993-12-10,0.003815272,-5.39E-04
1993-12-13,-0.005668915,0.003815272
1993-12-14,-0.002634652,-0.005668915
1993-12-15,0.003247878,-0.002634652
1993-12-16,0.006561076,0.003247878
1993-12-17,-0.00113641,0.006561076
1993-12-20,-0.001180676,-0.00113641
1993-12-21,0.004341326,-0.001180676
1993-12-22,1.28E-04,0.004341326
1993-12-23,0,1.28E-04
1993-12-24,0.006761102,0
1993-12-27,8.50E-04,0.006761102
1993-12-28,-7.64E-04,8.50E-04
1993-12-29,-0.004122513,-7.64E-04
1993-12-30,-0.004673103,-0.004122513
1993-12-31,-0.002165312,-0.004673103
1994-01-03,0.00311536,-0.002165312
1994-01-04,0.001413551,0.00311536
1994-01-05,-9.20E-04,0.001413551
1994-01-06,0.005951359,-9.20E-04
1994-01-07,0.011427953,0.005951359
1994-01-10,-0.002398603,0.011427953
1994-01-11,8.44E-05,-0.002398603
1994-01-12,-0.003585237,8.44E-05
1994-01-13,0.005164355,-0.003585237
1994-01-14,-0.00339015,0.005164355
1994-01-17,0.002007209,-0.00339015
1994-01-18,1.05E-04,0.002007209
1994-01-19,0.00143374,1.05E-04
1994-01-20,-5.47E-04,0.00143374
1994-01-21,-0.005792888,-5.47E-04
1994-01-24,-0.002224692,-0.005792888
1994-01-25,0.004841584,-0.002224692
1994-01-26,0.008136044,0.004841584
1994-01-27,0.003458807,0.008136044
1994-01-28,0.006078907,0.003458807
1994-01-31,-0.004131953,0.006078907
1994-02-01,0.004962272,-0.004131953
1994-02-02,-0.002676367,0.004962272
1994-02-03,-0.022674779,-0.002676367
1994-02-04,0.00415064,-0.022674779
1994-02-07,-0.001505049,0.00415064
1994-02-08,0.003651419,-0.001505049
1994-02-09,-0.008122335,0.003651419
1994-02-10,0.002665643,-0.008122335
1994-02-11,1.06E-04,0.002665643
1994-02-14,0.00486991,1.06E-04
1994-02-15,5.71E-04,0.00486991
1994-02-16,-0.005182032,5.71E-04
1994-02-17,-0.005634209,-0.005182032
1994-02-18,0,-0.005634209
1994-02-21,0.008060871,0
1994-02-22,-0.001633201,0.008060871
1994-02-23,-0.013660779,-0.001633201
1994-02-24,0.003898671,-0.013660779
1994-02-25,0.00229581,0.003898671
1994-02-28,-0.00577988,0.00229581
1994-03-01,7.97E-04,-0.00577988
1994-03-02,-0.003872524,7.97E-04
1994-03-03,0.003736377,-0.003872524
1994-03-04,0.004669308,0.003736377
1994-03-07,-0.00220599,0.004669308
1994-03-08,0.002532826,-0.00220599
1994-03-09,-0.006765735,0.002532826
1994-03-10,0.005475335,-0.006765735
1994-03-11,0.002036731,0.005475335
1994-03-14,-8.13E-04,0.002036731
1994-03-15,0.005160495,-8.13E-04
1994-03-16,0.003152786,0.005160495
1994-03-17,3.40E-04,0.003152786
1994-03-18,-0.005349614,3.40E-04
1994-03-21,5.55E-04,-0.005349614
1994-03-22,-5.55E-04,5.55E-04
1994-03-23,-0.008942679,-5.55E-04
1994-03-24,-0.008118917,-0.008942679
1994-03-25,-0.001259254,-0.008118917
1994-03-28,-0.016347802,-0.001259254
1994-03-29,-0.015315645,-0.016347802
1994-03-30,4.94E-04,-0.015315645
1994-03-31,0,4.94E-04
1994-04-01,-0.015366615,0
1994-04-04,0.021347844,-0.015366615
1994-04-05,-5.35E-04,0.021347844
1994-04-06,0.006316297,-5.35E-04
1994-04-07,-0.008383603,0.006316297
