Date,Lag_.GSPC,X.GSPC,X.HSI,X.N225,X.DJI,X.GDAXI,JNJ,MSFT,GE,PG,XOM
1992-05-14,-0.007409917,-0.00797988,-0.007335637,-0.039612146,-0.006833465,-0.006003858,-0.014560668,-0.017897671,-0.00639983,0.004802189,0.008368188
1992-05-15,0.006610796,-0.007409917,-0.011885571,0.020200942,-0.004700932,-0.008925536,-0.006688003,-0.006794589,-0.008057898,-0.003599549,-0.012578621
1992-05-18,0.008586842,0.006610796,9.04E-04,0.016722599,0.006806256,0.025073681,0.008021559,0.02469226,-0.004866925,0.002401515,0.008402935
1992-05-19,-0.002356402,0.008586842,0.019586377,-0.004230929,0.006495447,0.001795881,0.014540955,0.015402088,0.016130016,-0.002401515,0.004175686
1992-05-20,-0.006739259,-0.002356402,0.019244323,8.76E-04,-0.001236771,0.010495127,-0.011881287,0.019460022,-0.006420692,-0.006028001,-0.012578621
1992-05-21,0.00343564,-0.006739259,-0.001006354,-0.025482815,-0.004459246,-0.001031093,-0.001329102,-0.001070856,-0.011336053,0,0.006309226
1992-05-22,0,0.00343564,0.022510383,0.018164519,0.002394532,0.011627835,0.009265473,-0.007531394,-0.001630667,-0.008499739,0.014567865
1992-05-25,-0.006323961,0,0.009796512,-0.019062754,0,0.004374051,0,0,0,0,0
1992-05-26,0.001845623,-0.006323961,-0.0065647,-0.02121144,-0.006695358,-0.007098875,-0.029414303,-0.002162018,-0.019769415,-0.00734437,0.056239982
1992-05-27,0.011026585,0.001845623,-0.004066453,0.0060799,0.001841224,-0.00373574,0.02413009,-0.004338739,0.009933723,0.015844109,-0.035789045
1992-05-28,-0.003340949,0.011026585,0.015263439,0.02296195,0.008273301,0,0.030009074,0.034191555,0.016339909,0.001209023,0.004040713
1992-05-29,0.004683806,-0.003340949,-0.003988106,-0.018906921,-4.41E-04,0,-0.003863482,0.016667143,-0.009771291,-0.007273008,-0.022427102
1992-06-01,-0.009147844,0.004683806,5.61E-04,0.006722558,0.004787031,-0.004510926,0.011546388,0.026505115,0,0.014493501,0.012294809
1992-06-02,0.002632556,-0.009147844,-0.00363733,0.003476817,-0.00502251,0.001328211,-0.059111793,-0.01112822,-0.004296576,-0.012062806,0
1992-06-03,-0.003213111,0.002632556,-2.65E-04,-0.012425736,0.003204395,-0.008046221,-0.024658705,0.001017003,0.006601106,0.00845865,0.024146529
1992-06-04,5.32E-04,-0.003213111,0,-0.009734972,-0.002144961,0.002884685,-0.001388132,-0.003053527,0.003283963,-0.00845865,0.001985985
1992-06-05,-2.90E-04,5.32E-04,0,-0.007616239,-2.94E-04,-0.001284732,0.001388132,-0.01334037,0.016260604,-0.023328853,-0.003975922
1992-06-08,-0.008015362,-2.90E-04,-0.006477011,0.010703087,0.001587625,0,0.004152084,-0.022989796,-0.016260604,0.013572589,-0.003992584
1992-06-09,-0.006876238,-0.008015362,-0.003828773,-0.005741849,-0.010097575,0,-0.002766192,-0.027868902,-0.001641116,-0.014815151,0.015873237
1992-06-10,0.004410121,-0.006876238,-0.015497585,-0.001907844,-0.007954624,0.002652367,-0.025246865,-0.021978711,-0.003289366,-0.011257241,-0.009890716
1992-06-11,0.001734278,0.004410121,-0.00127085,-0.018544035,0.002479589,-0.005441002,0.025246865,-0.040821887,0.01146655,0,0.005946291
1992-06-12,0.001292602,0.001734278,0,-0.025073413,8.65E-04,0.004054151,-0.002774024,0.040821887,-0.006536068,0.00626958,-0.021979109
1992-06-15,-0.004813051,0.001292602,0,1.76E-05,1.49E-04,-0.007707411,-0.01680739,0.009949987,0.003273214,-0.007528523,0.004032832
1992-06-16,-0.014952527,-0.004813051,-1.20E-04,-0.030405857,-0.007599792,0.004709039,-0.002828148,-0.040409447,0.011372765,-0.015228945,0
1992-06-17,-0.003237021,-0.014952527,-0.008589495,-0.024638024,-0.01260348,-0.00442711,-0.022924111,-0.005167792,-0.017929942,-0.049813142,0
1992-06-18,0.006736095,-0.003237021,-0.00146758,0.029131698,-0.004175611,0,0.014389238,-0.001728327,0,-0.008096847,-0.012146542
1992-06-19,-6.69E-04,0.006736095,0.005565348,-0.036911053,0.003445328,0,0.014183997,0.017152923,0,0.005404752,0.016161987
1992-06-22,0.001585295,-6.69E-04,0.013313276,0.01160056,-0.00140107,-0.003168821,0.016760438,0.010152021,0.003283963,0.018691883,-0.006029694
1992-06-23,-4.95E-04,0.001585295,0.011346278,-0.015852339,0.001462003,9.43E-04,-0.005555606,-0.010152021,0.001638107,-0.00530487,-0.010132292
1992-06-24,-0.001784478,-4.95E-04,0.018848273,0.018130088,0.00155098,-0.005567275,-0.025388829,-0.017152923,0,-0.005333319,0.002034742
1992-06-25,8.18E-04,-0.001784478,0.005643136,-0.020715761,-0.002038102,0.001020685,0,-0.03163734,0.01139127,-0.005361599,-0.002034742
1992-06-26,0.013515857,8.18E-04,-0.009070836,-0.004529445,-4.87E-04,-0.006550737,0.022599807,-0.047540942,0.009661899,-0.008096847,0.002034742
1992-06-29,-0.001958161,0.013515857,0.007564706,0.013281421,0.011347813,0.001795495,0.016620354,0.079178282,0.012738907,-0.005435247,0.012121604
